Date_________JDUT     R.A.___(ICRF)___DEC            delta      deldot
**********************************************************************
$$SOE
2457367.500000000     306.40819 -18.79700 1.43023148679360   1.3420552
2457368.500000000     307.41059 -18.55192 1.43100720734954   1.3439087
2457369.500000000     308.41006 -18.30158 1.43178381633570   1.3451434
2457370.500000000     309.40659 -18.04608 1.43256097565232   1.3458268
2457371.500000000     310.40015 -17.78550 1.43333839371298   1.3460571
2457372.500000000     311.39074 -17.51995 1.43411584080922   1.3459481
2457373.500000000     312.37833 -17.24952 1.43489315830063   1.3456303
2457374.500000000     313.36293 -16.97432 1.43567026380249   1.3452364
2457375.500000000     314.34451 -16.69444 1.43644715152729   1.3448974
2457376.500000000     315.32309 -16.40997 1.43722388796666   1.3447311
2457377.500000000     316.29867 -16.12102 1.43800060226487   1.3448342
2457378.500000000     317.27126 -15.82769 1.43877747031511   1.3452712
2457379.500000000     318.24088 -15.53008 1.43955469356337   1.3460641
2457380.500000000     319.20756 -15.22828 1.44033247306553   1.3471895
2457381.500000000     320.17132 -14.92239 1.44111098286936   1.3485783
2457382.500000000     321.13221 -14.61251 1.44189034664677   1.3501271
2457383.500000000     322.09027 -14.29874 1.44267062179989   1.3517128
2457384.500000000     323.04554 -13.98117 1.44345179296957   1.3532094
2457385.500000000     323.99808 -13.65990 1.44423377444098   1.3545006
2457386.500000000     324.94794 -13.33503 1.44501641818590   1.3554878
2457387.500000000     325.89516 -13.00666 1.44579952472644   1.3560912
2457388.500000000     326.83981 -12.67487 1.44658285341445   1.3562481
2457389.500000000     327.78194 -12.33982 1.44736249134358   1.3559070
2457390.500000000     328.72160 -12.00152 1.44814541745166   1.3550234
2457391.500000000     329.65886 -11.66010 1.44892766665179   1.3535564
2457392.500000000     330.59377 -11.31568 1.44970889012446   1.3514649
2457393.500000000     331.52638 -10.96833 1.45048871539366   1.3487081
2457394.500000000     332.45677 -10.61818 1.45126674689819   1.3452478
2457395.500000000     333.38499 -10.26530 1.45204256894547   1.3410536
2457396.500000000     334.31109  -9.90981 1.45281575289892   1.3361117
2457397.500000000     335.23515  -9.55181 1.45358586803491   1.3304331
2457398.500000000     336.15720  -9.19138 1.45435250085232   1.3240635
2457399.500000000     337.07733  -8.82865 1.45511527372741   1.3170836
2457400.500000000     337.99556  -8.46370 1.45587386504306   1.3096065
2457401.500000000     338.91198  -8.09664 1.45662802937248   1.3017803
2457402.500000000     339.82662  -7.72757 1.45737761015121   1.2937612
2457403.500000000     340.73955  -7.35660 1.45812253958568   1.2856980
2457404.500000000     341.65083  -6.98382 1.45886283257540   1.2777277
2457405.500000000     342.56052  -6.60934 1.45959857647341   1.2699622
2457406.500000000     343.46869  -6.23326 1.46032991445238   1.2624821
2457407.500000000     344.37541  -5.85567 1.46105702663193   1.2553345
2457408.500000000     345.28075  -5.47667 1.46178010997390   1.2485306
2457409.500000000     346.18479  -5.09636 1.46249935817200   1.2420482
2457410.500000000     347.08762  -4.71484 1.46321494298170   1.2358343
2457411.500000000     347.98932  -4.33220 1.46392699804083   1.2298115
2457412.500000000     348.88997  -3.94853 1.46463560788683   1.2238887
2457413.500000000     349.78966  -3.56393 1.46534080241746   1.2179694
2457414.500000000     350.68849  -3.17849 1.46604255640705   1.2119603
2457415.500000000     351.58654  -2.79231 1.46674079296310   1.2057763
2457416.500000000     352.48391  -2.40548 1.46743538911922   1.1993433
2457417.500000000     353.38068  -2.01808 1.46812618037713   1.1925931
2457418.500000000     354.27695  -1.63022 1.46881297028798   1.1854770
2457419.500000000     355.17280  -1.24198 1.46949553044619   1.1779382
2457420.500000000     356.06829  -0.85345 1.47017500590453   1.1699248
2457421.500000000     356.96357  -0.46475 1.47084829847406   1.1613815
2457422.500000000     357.85870  -0.07595 1.47151648962511   1.1522503
2457423.500000000     358.75376   0.31286 1.47217922273044   1.1424725
2457424.500000000     359.64884   0.70157 1.47283610839911   1.1319945
2457425.500000000       0.54403   1.09009 1.47348672872713   1.1207770
2457426.500000000       1.43939   1.47833 1.47413065698831   1.1088209
2457427.500000000       2.33500   1.86619 1.47476747292289   1.0961600
2457428.500000000       3.23095   2.25358 1.47539679320369   1.0828852
2457429.500000000       4.12729   2.64040 1.47601830117597   1.0691348
2457430.500000000       5.02410   3.02654 1.47663177021924   1.0550789
2457431.500000000       5.92144   3.41191 1.47723707603598   1.0408976
2457432.500000000       6.81938   3.79641 1.47783419553543   1.0267580
2457433.500000000       7.71799   4.17994 1.47842319426356   1.0127981
2457434.500000000       8.61734   4.56241 1.47900420721287   0.9991197
2457435.500000000       9.51749   4.94371 1.47957741754482   0.9857880
2457436.500000000      10.41853   5.32374 1.48014303717113   0.9728377
2457437.500000000      11.32052   5.70242 1.48070128704671   0.9602681
2457438.500000000      12.22355   6.07965 1.48125238318645   0.9480615
2457439.500000000      13.12769   6.45533 1.48179652478851   0.9361788
2457440.500000000      14.03303   6.82936 1.48233388380395   0.9245655
2457441.500000000      14.93964   7.20167 1.48286459576898   0.9131533
2457442.500000000      15.84760   7.57214 1.48338875997610   0.9018780
2457443.500000000      16.75700   7.94069 1.48390643283167   0.8906638
2457444.500000000      17.66791   8.30722 1.48441762908543   0.8794401
2457445.500000000      18.58042   8.67165 1.48492232363026   0.8681397
2457446.500000000      19.49459   9.03388 1.48542045420884   0.8567029
2457447.500000000      20.41052   9.39381 1.48591192422125   0.8450642
2457448.500000000      21.32826   9.75135 1.48639660041596   0.8331680
2457449.500000000      22.24791  10.10644 1.48687386409685   0.8209515
2457450.500000000      23.16951  10.45893 1.48734441467797   0.8083463
2457451.500000000      24.09314  10.80874 1.48780755526687   0.7952802
2457452.500000000      25.01886  11.15580 1.48826299769424   0.7816766
2457453.500000000      25.94675  11.49999 1.48871040819798   0.7674566
2457454.500000000      26.87686  11.84123 1.48914941310983   0.7525634
2457455.500000000      27.80924  12.17943 1.48957961454673   0.7369724
2457456.500000000      28.74393  12.51447 1.49000061490197   0.7207131
2457457.500000000      29.68099  12.84627 1.49041205205164   0.7038790
2457458.500000000      30.62044  13.17473 1.49081363547314   0.6866224
2457459.500000000      31.56232  13.49975 1.49120517541841   0.6691349
2457460.500000000      32.50666  13.82122 1.49158659588305   0.6516136
2457461.500000000      33.45348  14.13905 1.49195792957577   0.6342339
2457462.500000000      34.40282  14.45313 1.49231929950259   0.6171309
2457463.500000000      35.35469  14.76338 1.49267089476771   0.6004000
2457464.500000000      36.30912  15.06969 1.49301294773277   0.5840954
2457465.500000000      37.26615  15.37196 1.49334571302964   0.5682418
2457466.500000000      38.22579  15.67010 1.49366945265057   0.5528412
2457467.500000000      39.18807  15.96402 1.49398442507904   0.5378801
2457468.500000000      40.15301  16.25361 1.49429087685204   0.5233314
2457469.500000000      41.12065  16.53880 1.49458903630240   0.5091597
2457470.500000000      42.09100  16.81948 1.49487910843902   0.4953199
2457471.500000000      43.06407  17.09557 1.49516127112994   0.4817628
2457472.500000000      44.03990  17.36697 1.49543567173864   0.4684330
2457473.500000000      45.01848  17.63360 1.49570242495341   0.4552724
2457474.500000000      45.99985  17.89536 1.49596161155841   0.4422220
2457475.500000000      46.98399  18.15217 1.49621327758823   0.4292209
2457476.500000000      47.97093  18.40394 1.49645743364463   0.4162067
2457477.500000000      48.96067  18.65059 1.49669405343202   0.4031138
2457478.500000000      49.95319  18.89202 1.49692307121074   0.3898708
2457479.500000000      50.94851  19.12817 1.49714437769101   0.3763984
2457480.500000000      51.94660  19.35892 1.49735699291634   0.3626080
2457481.500000000      52.94747  19.58423 1.49756235162872   0.3484071
2457482.500000000      53.95109  19.80400 1.49775936638165   0.3337019
2457483.500000000      54.95743  20.01814 1.49794772308548   0.3184161
2457484.500000000      55.96646  20.22659 1.49812707255587   0.3025103
2457485.500000000      56.97815  20.42925 1.49829705951080   0.2860064
2457486.500000000      57.99245  20.62606 1.49845736151449   0.2689958
2457487.500000000      59.00929  20.81694 1.49860772921698   0.2516377
2457488.500000000      60.02863  21.00180 1.49874801774190   0.2341291
2457489.500000000      61.05039  21.18058 1.49887819897656   0.2166715
2457490.500000000      62.07450  21.35320 1.49899835482113   0.1994404
2457491.500000000      63.10089  21.51960 1.49910865670761   0.1825688
2457492.500000000      64.12949  21.67969 1.49920934003694   0.1661456
2457493.500000000      65.16022  21.83343 1.49930068032404   0.1502228
2457494.500000000      66.19302  21.98074 1.49938297481610   0.1348254
2457495.500000000      67.22781  22.12156 1.49945652956269   0.1199599
2457496.500000000      68.26450  22.25584 1.49952165073746   0.1056210
2457497.500000000      69.30303  22.38352 1.49957863904300   0.0917955
2457498.500000000      70.34331  22.50455 1.49962778547324   0.0784631
2457499.500000000      71.38526  22.61887 1.49966936735267   0.0655970
2457500.500000000      72.42880  22.72645 1.49970364487580   0.0531642
2457501.500000000      73.47384  22.82723 1.49973085755048   0.0411261
2457502.500000000      74.52031  22.92117 1.49975121902390   0.0294309
2457503.500000000      75.56811  23.00824 1.49976491256527   0.0180294
2457504.500000000      76.61715  23.08839 1.49977209054519   0.0068588
2457505.500000000      77.66735  23.16160 1.49977286778152  -0.0041459
2457506.500000000      78.71862  23.22783 1.49976731888580  -0.0150596
2457507.500000000      79.77085  23.28706 1.49975547423783  -0.0259615
2457508.500000000      80.82397  23.33926 1.49973731200627  -0.0369510
2457509.500000000      81.87786  23.38441 1.49971275349712  -0.0481269
2457510.500000000      82.93246  23.42251 1.49968214290268  -0.0595949
2457511.500000000      83.98761  23.45351 1.49964431574151  -0.0714626
2457512.500000000      85.04324  23.47740 1.49959949760085  -0.0838153
2457513.500000000      86.09923  23.49420 1.49954739394681  -0.0966917
2457514.500000000      87.15548  23.50387 1.49948770323788  -0.1100778
2457515.500000000      88.21185  23.50643 1.49942015374087  -0.1238825
2457516.500000000      89.26823  23.50187 1.49934454476652  -0.1379569
2457517.500000000      90.32448  23.49019 1.49926077418313  -0.1521108
2457518.500000000      91.38049  23.47140 1.49916885196821  -0.1661531
2457519.500000000      92.43612  23.44551 1.49906889237597  -0.1799169
2457520.500000000      93.49125  23.41252 1.49896109492574  -0.1932752
2457521.500000000      94.54576  23.37246 1.49884572120685  -0.2061397
2457522.500000000      95.59953  23.32534 1.49872307336956  -0.2184563
2457523.500000000      96.65244  23.27117 1.49859347759400  -0.2301945
2457524.500000000      97.70439  23.20999 1.49845727314898  -0.2413383
2457525.500000000      98.75527  23.14183 1.49831480540920  -0.2518818
2457526.500000000      99.80497  23.06670 1.49816642156028  -0.2618243
2457527.500000000     100.85340  22.98465 1.49801246771047  -0.2711702
2457528.500000000     101.90045  22.89571 1.49785328569577  -0.2799300
2457529.500000000     102.94604  22.79992 1.49768920918162  -0.2881219
2457530.500000000     103.99008  22.69732 1.49752055901322  -0.2957726
2457531.500000000     105.03247  22.58795 1.49734763726330  -0.3029178
2457532.500000000     106.07315  22.47186 1.49717072200592  -0.3096127
2457533.500000000     107.11203  22.34910 1.49699005578845  -0.3159175
2457534.500000000     108.14905  22.21972 1.49680584302758  -0.3219069
2457535.500000000     109.18413  22.08377 1.49661824132820  -0.3276678
2457536.500000000     110.21720  21.94131 1.49642735480693  -0.3332984
2457537.500000000     111.24822  21.79239 1.49623322787896  -0.3389072
2457538.500000000     112.27711  21.63708 1.49603583991338  -0.3446100
2457539.500000000     113.30382  21.47543 1.49583510376168  -0.3505221
2457540.500000000     114.32830  21.30752 1.49563086421323  -0.3567553
2457541.500000000     115.35049  21.13341 1.49542355125014  -0.3633909
2457542.500000000     116.37034  20.95317 1.49521163868194  -0.3704686
2457543.500000000     117.38779  20.76686 1.49499551320143  -0.3779714
2457544.500000000     118.40279  20.57456 1.49477495140449  -0.3858101
2457545.500000000     119.41527  20.37635 1.49454979611920  -0.3938511
2457546.500000000     120.42519  20.17231 1.49431997774787  -0.4019276
2457547.500000000     121.43250  19.96251 1.49408552591618  -0.4098685
2457548.500000000     122.43714  19.74704 1.49384656308402  -0.4175252
2457549.500000000     123.43907  19.52597 1.49360328915739  -0.4247824
2457550.500000000     124.43826  19.29939 1.49335596159509  -0.4315468
2457551.500000000     125.43467  19.06739 1.49310488299520  -0.4377631
2457552.500000000     126.42828  18.83004 1.49285038194860  -0.4433922
2457553.500000000     127.41907  18.58744 1.49259280602216  -0.4484067
2457554.500000000     128.40702  18.33968 1.49233251644603  -0.4527828
2457555.500000000     129.39212  18.08683 1.49206988584716  -0.4565138
2457556.500000000     130.37436  17.82899 1.49180529052004  -0.4595844
2457557.500000000     131.35375  17.56625 1.49153911422130  -0.4619878
2457558.500000000     132.33028  17.29870 1.49127174223429  -0.4637257
2457559.500000000     133.30398  17.02642 1.49100355570102  -0.4648118
2457560.500000000     134.27484  16.74951 1.49073492428471  -0.4652728
2457561.500000000     135.24290  16.46806 1.49046619454815  -0.4651617
2457562.500000000     136.20818  16.18216 1.49019767885680  -0.4645446
2457563.500000000     137.17070  15.89189 1.48992964513694  -0.4635092
2457564.500000000     138.13050  15.59736 1.48966230525623  -0.4621615
2457565.500000000     139.08761  15.29864 1.48939580558437  -0.4606197
2457566.500000000     140.04207  14.99584 1.48913022189688  -0.4590114
2457567.500000000     140.99393  14.68904 1.48886555524449  -0.4574654
2457568.500000000     141.94323  14.37834 1.48860173399957  -0.4561031
2457569.500000000     142.89001  14.06382 1.48833862105062  -0.4550280
2457570.500000000     143.83431  13.74559 1.48807602835138  -0.4543101
2457571.500000000     144.77619  13.42372 1.48781334443852  -0.4539781
2457572.500000000     145.71566  13.09833 1.48755113988927  -0.4540081
2457573.500000000     146.65277  12.76952 1.48728883024945  -0.4543264
2457574.500000000     147.58756  12.43737 1.48702628079111  -0.4548161
2457575.500000000     148.52008  12.10198 1.48676343181207  -0.4553398
2457576.500000000     149.45035  11.76345 1.48650030442630  -0.4557574
